,paper_id,sentence_id,section_name,prev_sentence,text,next_sentence,problem,direction
923,PMC7112277,PMC7112277_138,S1 CTR Changes ::: S1 Receptor Interactions Determining Tropism ::: Tropism Changes Associated with S Protein Mutations,"For example, the feline APN molecule can be used as a receptor by feline (serotype II FIPV), canine (CCoV), porcine (TGEV), and human (HCoV-229E) α-CoVs in cell culture (Tresnan and Holmes, 1998, Tresnan et al., 1996).","Conversely, serotype II FIPV can only enter cells expressing feline APN (Tresnan and Holmes, 1998).","The ability of TGEV and CCoV to use feline APN as a receptor probably results from strong conservation of the viral-binding motif (VBM) among APN orthologs in combination with the RBDs recognizing APN in a similar fashion (Reguera et al., 2012).",0.0,0.0
924,PMC7110133,PMC7110133_121,Discussion,"Such conditions might be established by DC-SIGN expression, which facilitates efficient capture of virions harboring EBOV GP [11].","Taken together, these results point to a function of DC-SIGN as an attachment factor and not a receptor for filoviruses.",|,0.0,0.0
925,PMC7893562,PMC7893562_72,Tocilizumab (Actemra) ::: IL-6 Inhibition as a Strategy for the Treatment of COVID-19-related CRS,Xu et al 40 reported 21 patients diagnosed with severe or critical COVID-19.,"Twenty of those 21 patients recovered and were discharged within 2 weeks after tocilizumab therapy, with no adverse drug events.",The authors reported that the body temperatures of all patients returned to normal values within the first day after receiving tocilizumab and remained stable thereafter.,0.0,0.0
926,PMC5638203,PMC5638203_117,Structural metaorganism networks ::: Introduction,"Since large-scale experimental characterization of host-pathogen PPIs is difficult, time consuming, and costly, experimentally verified HMI data is scarce.","It is important to note that available endogenous protein structures are biased towards permanent, rather than transient interactions.","If majority of the HMIs are transient, this presents another hurdle since they will be under-represented in the structural space.",1.0,0.0
927,PMC7866855,PMC7866855_94,5. Conclusions,"A quarter of the patients (875/3519, 24.8%) received corticosteroid therapy within 7 days from admission, which was associated with a higher in-hospital mortality rate.","Although this observational retrospective study has some limitations, it has benefited from using a large dataset to investigate the actual use and effects of corticosteroid therapy in patients with influenza pneumonia with respiratory failure.",|,1.0,0.0
928,PMC7703738,PMC7703738_50,Instructor Reflections ::: Reflection,"In the remote format, the groups created a power point presentation with embedded videos which they recorded using Zoom.",This allowed for all members of the group to participate in the presentation.,"The link to the presentation was provided to the instructor, either as a Zoom recording or as a YouTube recording.",0.0,0.0
929,PMC5082923,PMC5082923_21,Introduction,"However, the exact prevalence and clinical characteristics of mixed infections have not been well studied [10].","Moreover, it is not clear which subgroup of patients with acute bronchitis could benefit from antibiotic treatments.","Recent big data from the UK show that antibiotics substantially reduce the risk of pneumonia after acute bronchitis, particularly in elderly people in whom the risk is highest [11].",1.0,0.0
930,PMC7557151,PMC7557151_509,A romantic interlude: Johnson falls ill ::: Establishing ‘free-floating’ responsibility,|,"Perhaps contrary to what might be expected, the episode of Johnson’s illness coincided with the second largest increase in support for the government’s handling of the crisis during the outbreak (YouGov 2020a, b; Opinium 2020; Fig. 3).","Legitimacy was high throughout this middle period of redress, partly because government actions appeared to be conforming to their projected definition of the situation, which itself coincided with dominant public answers to the question of ‘what is it that’s going on here?’.",0.0,0.0
931,PMC7781302,PMC7781302_9,abstract,Airborne transmission was more efficient than fomite transmission and dependent on the direction of the airflow.,Carefully characterized of SARS-CoV-2 transmission models will be crucial to assess potential changes in transmission and pathogenic potential in the light of the ongoing SARS-CoV-2 evolution.,|,1.0,1.0
932,PMC6770044,PMC6770044_200,4. Discussion,|,"Finally, we observed that, unlike the transcriptome, there were notably fewer cytokines that were readily secreted during the acute phase of infection.","Expression of cytokines was reduced at 8 hpi, except for IL-15, which interestingly is implicated in influenza-induced acute lung injury [54].",0.0,0.0
933,PMC7997427,PMC7997427_74,3. Zoonotic Infections,Zoonotic diseases or zoonoses are those that can be transmitted from animals to humans [36].,"The transmission occurs mainly by direct contact; by inhalation or ingestion of contaminated products; by touching an area or surface that has been infected by an animal; or by means of vectors, mainly hematophagous insects such as mosquitos, bugs, or ticks.","Zoonoses are represented by a complex group of infectious diseases caused by a variety of microorganisms such as viruses, bacteria, fungi, protozoa, worms, and some insects of the arthropod type [37].",0.0,0.0
934,PMC2924249,PMC2924249_70,Results,|,We would like to stress the distinction between the description of the disease dynamics at the local level and that at the population level.,"Strictly speaking, a dynamical network does not change the disease dynamics at the local level, meaning that infected individuals pass the disease to their neighbors with probability intrinsic to the disease itself.",0.0,0.0
935,PMC7126603,PMC7126603_135,Current Perspectives on Transfusion-Transmitted Infectious Diseases: Emerging Pathogens Worldwide ::: Blood-Borne Pathogens: Defend,"Although human to human transmission is not possible, there is potential for transfusion-associated transmission if the donation occurs during periods of pre-symptomatic viremia.",NAT of pooled donor samples offered a rapid route to testing.,"Like other North American blood operators, CBS tests donors in pools.",0.0,0.0
936,PMC7153414,PMC7153414_421,The Impact of Piracy ::: The Piracy Challenge: How to Deal with Competitors Who Offer One’s Own Products for Free,|,"Understanding and measuring the effects that illegal sources have on consumers and their spendings for legal forms of entertainment is not trivial, as such illegal sources can have countervailing effects.","We have argued, and offered some empirical evidence, that providing consumers access to samples of a product (e.g., trailers or excerpts) can help the product’s commercial performance, and also that positive effects can exist between channels, caused by spillover, success-breeds-success, or repeated consumption (e.g., showing a movie on TV may increase purchases in its DVD format).",1.0,0.0
937,PMC7473391,PMC7473391_138,A note on constructionhood ::: Case studies,"While we acknowledge these recent developments, we stick to the narrow definition for two main reasons.","First, following Stefanowitsch (2011), we maintain that criteria such as “occurring sufficiently frequently” or “being cognitively entrenched” remain to a large extent arbitrary, vague and not clearly defined.",They therefore do not allow constructionhood to be determined in a rigorous and empirically viable manner.,1.0,0.0
938,PMC7391280,PMC7391280_40,Mass Population Screening Approach ::: Results,"Of the 94 pools/wells, 4 resulted positive with Ct values for the two target genes within the range as: N (22.7-28.3), ORF1ab (23.3-27.2), and internal control (IC) (34.4-35.4) (Figure 2
).",The remaining 90 wells resulted as negative with undetermined Ct values for N and ORF1ab gene.,"In step 2, 40 samples comprising the 4 pools were identified and re-analyzed individually, with 6 samples resulting positive (3 samples in pool 23, and 1 sample each in pool 11, 59, and 90) with the Ct values of N gene, ORF1ab, and IC, comparable to their respective pools/wells (Figure 3
, Table 2
).",0.0,0.0
939,PMC3214623,PMC3214623_123,Testing a chimeric molecule consisting of a SLA-1*0401 stalk and a HLA-A*11:01 peptide-binding platform—comparing human versus porcine β2m ::: Results,|,"To test the proximal immunoglobulin-like membrane attaching SLA stalk, we generated recombinant porcine β2m and a chimeric human/porcine MHC-I heavy chain molecule where the α1α2 were derived from the human HLA-A*11:01, and the α3 was derived from the porcine SLA-1*0401.","Since this construct contains the entire peptide-binding platform of HLA-A*11:01, we reasoned that the binding of the HLA-A*11:01 restricted peptide, KVFPYALINK, could be used as a functional readout of the refolding, activity, and assembly of the entire chimeric molecule including the porcine SLA stalk.",0.0,0.0
940,PMC7385211,PMC7385211_63,Factors influencing burnout ::: RESULTS,|,Correlation analyses were performed to assess positive resources and perceptions about MERS (Table 5).,"The level of disengagement was significantly correlated with optimism, purpose and hope, self-regulation, caring and serving, perceived job risk, fear of falling ill with MERS, lack of control over infection, little chance of survival if infected, fear of passing MERS to others, worry of family and friends getting infected through oneself, and avoiding one’s family because of one’s work.",0.0,0.0
941,PMC7928674,PMC7928674_146,Discussion,|,"Secondly, we were unable to foresee the COVID-19 pandemic and therefore had to gather the baseline data by retrospective self-report which could be subjected to recall bias.","To minimize this possibility, we followed similar procedures to others who have conducted sleep research during the COVID-19 pandemic [24].",1.0,0.0
942,PMC7603586,PMC7603586_18,Discussion,"For instance, the restriction regulations for big data sources in local governments and commercial enterprises may limit the data availability for effective social management, cause an immature design for big data aggregation, and result in difficulty of swift online application of deep merging.","In data acquisition step, we face difficulties of heterogeneous data integration, which requires governments, academic institutions, and enterprises to jointly develop the formulation of relevant applicable policies.","Currently, strategies for an appropriate technical system of knowledge acquisition according to the big spatial data with emphasis on social operations are existing challenges.",1.0,0.0
943,PMC7719397,PMC7719397_74,Demographics and clinical characteristics ::: RESULTS,"A total of 9 patients, 8 from the BRH group and 1 from the control group, had treatment duration of < 14 days because of early cessation with disease recovery.",None of the 18 patients withdrew from the study.,|,0.0,0.0
944,PMC7932824,PMC7932824_93,Discussion,"Conversely, Sharma et al. concluded that there was no significant association between RDW and mortality [10].","This ambiguity shows that the relationship between RDW and mortality is not consistent, and further investigation into the same is warranted.",|,1.0,1.0
945,PMC7709302,PMC7709302_206,Conclusion,Professional advancement is hindered across various stages of professional development in both the practitioner and research environments.,"Unsupportive organisational cultures, significant persistent motherhood leadership penalties and systemic obstacles to accessing opportunities for career progression continue to hamper women in this particularly male-dominated sphere.","Practitioners suffer exclusion in the macho operational environments of conflict and humanitarian action, and recent sexual abuse scandals have further compounded the structural inequities and far-reaching damage caused by longstanding gender inequities in leadership and organisational culture.",1.0,0.0
946,PMC7643149,PMC7643149_8,Introduction,|,"Predicting intensities of tropical cyclones, especially their rapid intensification, remains a daunting challenge despite advances in model forecasting through increased computer power and improved observational data systems.","While cyclone track and intensity prediction of longer time scales has substantially improved, there has been less improvement in the accuracy of forecasting the rapid intensification of tropical cyclones within a 24-h period since the 1990′s1–3.",1.0,0.0
947,PMC7300897,PMC7300897_221,Future research needs ::: Results and Discussion,|,Predicting how zoonotic diseases emerge and spread in response to anthropogenic LUC requires a comprehensive understanding of how these changes will influence both the hosts and the pathogens.,"For each of the identified LUCs, the recognition of patterns and consistency of emergences require reliable surveillance and an understanding of transmission, but our results show that this information is not yet available for all hosts and pathogens.",1.0,1.0
948,PMC3338532,PMC3338532_119,Discussion,"Not all HCWs caring for SARS patients were included in the studies, since there were some HCWs who refused to participate in the interview process as outlined in the individual studies.","HCWs' recall might be imperfect, thus generating recall bias if some were more complete or more accurate than others.","Since the source of transmission (i.e., primary, secondary, or tertiary cases) was sometimes unclear, it is difficult to accurately determine if HCWs were infected directly or indirectly from the index patients.",1.0,0.0
949,PMC7850731,PMC7850731_20,Types of interventions ::: Inclusion criteria for study selection ::: Methods,"The experimental group included mindfulness, yoga, taichi, qigong, meditative movement, etc.","The control group included usual care, no physical activity, and no-intervention control group and other different types.",|,0.0,0.0
950,PMC7845543,PMC7845543_118,"Cytokines: from bC (before COVID-19) to aC (after COVID-19) ::: Seven pillars of wisdom to investigate, understand and treat COVID-19","Therefore, we urge researchers to study in-depth neutrophil-related cytokines and chemokines, such as G-CSF, GM-CSF, IL-1, IL-6, IL-17, IL-8/CXCL8 and other chemokines, always with a critical attitude to question whether the detections of their increased levels are the cause or effect of COVID-19.","Indeed, wrong causative inferences will lead to personal and community losses.","This was recently so well documented with the example of (hydroxy)chloroquine, claimed to be beneficial against COVID-19 because of in vitro data on antiviral activity against another coronavirus [62] and because of European rumors of efficacy and American presidential approval for use in vivo, whereas large-scale clinical studies did not yield any effect in vivo [63,64].",1.0,0.0
951,PMC7445725,PMC7445725_47,Political Economy of Affects,This weakening of the desire to act often feeds an appeal to external powers to take over the task of organizing how to live our lives.,"This negativity ultimately brings about a shrinking of our ability to take in and on the world that we are in, simply because it hurts too much to take it in and on.","We have to dose how much of it we can take, till it gets too much.",1.0,0.0
952,PMC7361684,PMC7361684_190,3.3. Theoretical Urea Clearance and Treatment Time ::: 3. Results and Discussion,|,"From the theoretical clearance values, predicted treatment time was calculated following the US National Kidney Foundation (Kt/V) target.","In this equation, a 70-kg person, at 60% water weight, must reach a Kt/V of [6].",0.0,0.0
953,PMC7544094,PMC7544094_84,SNP literature search ::: Materials and methods,|,"Chromosomal position data for all SNPs was drawn from the PubMed SNP database, using assembly GRCh38.p7. “",Short Allele” refers to the short telomere allele and is reported as in original publications. ‘,0.0,0.0
954,PMC7087712,PMC7087712_79,Antimicrobial Effect of Brevinin Peptide,"The sequence pattern of their B5 peptide was similar to Brevinin-2DYd, but this peptide appeared ineffective for HIV-1 inhibition (Wang et al. 2010).",It seems that more studies are needed to elaborate on the efficiency of the Brevinin family against viruses.,|,1.0,1.0
955,PMC7841039,PMC7841039_125,Policy lessons ::: Discussion,|,The third policy lesson is that using unreliable and incomplete information can lead to misguided policy making.,"Mexico, for example, where the government decided to gradually get back to ‘normal’ in June and started to loosen restrictions, still has not been able to mitigate the pandemic as well as the other Latin American countries, as of September 23, 2020; and new deaths continue to increase.",1.0,0.0
956,PMC7993058,PMC7993058_18,Introduction,"While this high RBF allows efficient homeostasis of electrolytes and acid–base balance, the inevitable backlash is a high susceptibility to hemodynamic changes and systemic diseases, infectious or immune related (Maher, 1981).","Even though the regulating system of tubuloglomerular feedback allows preserving glomerular filtration rate (GFR) in physiology, this refined adapting system cannot suffice in major pathophysiological states, such as that encountered during severe COVID-19.",|,1.0,0.0
957,PMC7700127,PMC7700127_97,4. Discussion,|,"Social isolation, exercise reduction, sedentary behaviour and changes in nutrition have a psychological consequence and can possibly impact sleep and fatigue of athletes [28].","Indeed, it can be assumed that taking part in a competition with merely six weeks of training, after almost two months of lockdown, can cause a notable amount of emotional distress.",1.0,1.0
958,PMC7179486,PMC7179486_29,Acute PD ::: Inpatient Dialysis ::: Home Dialysis,We are using an automated cycler that can be set up in 10 to 15 minutes and allows for daily retrospective monitoring of patients’ treatments.,We also plan to use manual exchanges if the demand for dialysis exceeds our supply of cyclers.,"In that situation, fairly minimal dialysis with 3 to 4 exchanges per day (starting with low-volume fills such as 1 L and gradually increasing to 1.5-2 L in a couple of days) may be necessary.",0.0,0.0
959,PMC7323408,PMC7323408_122,How hard is China’s economy hit by COVID‐19? ::: Short‐Term Regional Resilience During the Current COVID‐19 Pandemic Crisis: The Case of China,"Overall, eastern provinces were hit much harder economically by COVID‐19, than their counterparts in inland China.","This has significant negative outcomes for the overall economic performance of the whole country, as these coastal regions used to be (and still are) the most prosperous regions in China.",|,1.0,0.0
960,PMC7102820,PMC7102820_52,Magnetic Tweezers ::: Applying Mechanical Forces to Individual Molecules,"While many single-molecule methods readily allow the observation of repeated unfolding and refolding of one particular molecule, sampling a large number of molecules remains time-consuming.","However, magnetic tweezers are of particular interest because they hold promise for (massively) parallelization of single-molecule experiments: many surface-coupled beads may readily be observed within one field-of-view of the microscope68 with all molecules potentially held at the same force.","Such parallelization, although in principle not impossible with optical tweezers is more readily achieved using magnetic tweezers in which the magnetic field is applied over a large area that in principle could contain tens to hundreds of surface-tethered particles.",0.0,0.0
961,PMC7753723,PMC7753723_104,Parliament's right to receive information ::: THE EARLY COVID‐19 POLICIES THROUGH THE EYES OF THE CONSTITUTIONAL LAW COMMITTEE,"At the end of April 2020, the CLC decided to start its own investigation on the fulfillment of Parliament's Constitutional right to receive information (PeVP 30/2020 vp at 3).",The review of EPA decrees was mentioned as one of the areas in which Parliament had faced difficulties in receiving information from the Government (PeVP 30/2020 vp at 5).,"
6

",1.0,0.0
962,PMC7269962,PMC7269962_107,Discussion,"This famous statement, attributed to the statistician George Box, sums up the usefulness of our model.","Although it is not possible to predict the exact number of infected individuals, the model allows describing, in a qualitative way, the influence that different measures can have to mitigate the spreading of the coronavirus during a sports competition.","In that sense, we first investigated the effects of reducing the number of days between matches.",1.0,0.0
963,PMC1592527,PMC1592527_22,synthesis of oligonucleotides ::: Materials and Methods,"Synthesis of sequences that contain iC and iG can also be purchased from IDT, Eurogentec, or EraGen.",A demonstration assay encompassing this specific system can be purchased from EraGen Biosciences.,Amino-labeled EraCode oligonucleotides were manufactured with an ABI 394 DNA Synthesizer (Applied Biosystems) using 3′-PT-Amino-Modifier C6 CPG (Glen Research).,0.0,0.0
964,PMC7286130,PMC7286130_86,Separation-Based Methods Coupled With Mass Spectrometry,"Gut metabolomic analyses of rhesus monkeys by GC-MS and LC-MS during gut virome alteration has been correlated with gut microbiome and the underlying role of metabolites like tryptophan, arginine, and quinine (Li et al., 2019).",Although the penetration upto the single cell level is yet to be reached but the evidences are enough to ensure the utility and future of this platform for metabolomic analyses in virology research.,|,1.0,1.0
965,PMC7820171,PMC7820171_70,"Mobility Rights, Quarantine, and Lockdown ::: Results","One out of 13 adult Colombians reported high suicide risk; people experiencing depressive episodes or poor sleep quality including insomnia, had a higher risk for suicidal behaviors than the general population.","In Pakistan, most of the investigated suicide cases were carried out by individuals who were socially-economically impacted by economic turmoil and experiencing financial troubles caused by the lockdown (30).","Similar findings were reported in India where suicide cases increased as COVID cases increased, especially among individuals with pre-existing mental illness and those in poor socio-economic conditions (31).",0.0,0.0
966,PMC7473391,PMC7473391_1,abstract,"An important recent innovation in Construction Grammar (CxG) has been to assume the existence of a general underspecified construction underlying two or more alternating constructions, which themselves are considered to be formally and functionally related allostructions of the general construction.","Despite this novel proposal, the meaning side of the general construction has either been neglected or couched in a single-layered view of meaning that does not adequately distinguish semantics from pragmatics.","Building on state-of-the-art developments at the semantics-pragmatics interface, this article proposes an account whereby the distinction between the meaning of the general construction and the meaning of the allostructions aligns with the distinction between encoded (semantic) and inferred (pragmatic) meaning.",1.0,0.0
967,PMC7838792,PMC7838792_220,5. The Effective Hamiltonian of Aerosols with Liquid Nanodroplets,"The condensation phenomena, in addition to evaporation from the droplet’s surface, play an essential role in many technological processes.",An overview of the existing approaches to the description of the evaporation and condensation phenomena is provided in work [29].,The majority of research papers use the equations of macroscopic mechanics of continuum media and thermodynamics.,0.0,0.0
968,PMC4280687,PMC4280687_80,2.3.1 Subcutaneous and intramuscular ::: 2.3 Modes of vaccination ::: 2. Immunization of livestock animals,"In addition, it is not uncommon for needles to break during intramuscular delivery, causing problems at processing, as well as the retail level.","While injection of the antigens themselves can result in tissue damage, most killed vaccines also contain strong adjuvants which contribute to this damage.","Adjuvants significantly increase the cost of the vaccines and also dictate both the quality and magnitude of the immune response, the former of which has been biased towards Th2 immune responses.",1.0,0.0
969,PMC7981546,PMC7981546_745,Facebook,"Attackers had penetrated the Facebook platform with the question of should users trust Facebook after several promises to improve defenses, but not having them work.",Facebook staff’s devotion to improving such defenses appears to have intensified after warnings from the FTC and Congress for much stricter oversight of user information.,|,0.0,0.0
970,PMC7388490,PMC7388490_164,Coagulation cascade. ::: Biological processes dysregulated in COVID-19 patients ::: RESULTS,"Consistent with the widely reported hypercoagulative phenotype of COVID-19 patients (Becker, 2020; Goshua et al., 2020; Lax et al., 2020), all our patients exhibited evidence of excessive clotting in vivo as demonstrated by the increased levels of circulating fibrin D-dimer (Table 1).","To further examine the coagulative dysregulation in COVID-19 patients at molecular level, we deliberately conducted our proteomic analyses using plasma, which retains clotting factors otherwise depleted in serum.","These plasma proteins, working alongside proteins of the vessel wall and platelets, undergo a cascade of regulated proteolytic reactions to generate thrombin, which converts fibrinogen to fibrin (Kattula et al., 2017).",0.0,0.0
971,PMC5777977,PMC5777977_170,CHECKPOINT MODULATORS,"NK cells, as well as CD8 T cells, express a series of inhibitory receptors including KLRC1-form A (NKG2A), TIGIT, CD96, and KIR family members (Carotta, 2016).","As an immune defense mechanism, tumor cells express ligands to bind to these receptors to inhibit unwanted activation of NK cells.",Currently there are six antibodies in phase I/II clinical trials binding these targets to remove the brake on NK cell activation.,0.0,0.0
972,PMC7114579,PMC7114579_66,Discussion,The solution suggested as optimal – decontamination by autoclaving within the facility – was not available in most facilities.,"The management of liquid waste was generally more satisfactory, although several facilities lacked decontamination procedures for liquid waste, with possible environmental consequences.",Some isolation facilities had no established procedures for solid or liquid waste management.,1.0,0.0
973,PMC7709302,PMC7709302_164,Organisational level ::: Barriers hindering women’s leadership in conflict and humanitarian health,"A recent International Labour Organisation report highlights the issue of the motherhood leadership penalty in which mothers of young children have the lowest participation rates in managerial and leadership positions: only 25.1% of managers with children under 6 years of age are women, and for women without young children, 31.4% are managers.","Where men share unpaid care work more equally with women, more women are found in managerial positions [13].","Some humanitarian organisations, such as Islamic Relief, recognise the vital role of women in leadership and have introduced more transparent, flexible internal roster recruitment processes [66].",0.0,0.0
974,PMC7150356,PMC7150356_16,Emerging and Neglected Zoonotic Diseases,|,"The term neglected tropical diseases is used for a certain list of 17 diseases recognized as such by the WHO, including a number of zoonotic diseases appearing in Table 2
.",Neglected tropical zoonotic diseases are ancient endemic zoonoses in Europe and North America.,0.0,0.0
975,PMC7811389,PMC7811389_91,Climate change influenced the spread of COVID-19 and responses to it ::: Setting the environmental stage for COVID-19 and the responses to it,"Siberian fires from the exposed tundra vegetation released over 59 million metric megatons of carbon emissions in June 2020 and 100 million metric megatons in July, thereby adding to the global warming that will support an even warmer Arctic (Ciavarella et al. 2020; Hugelius et al. 2020).",This abrupt Arctic climate change indicates that global warming is coming even faster than expected (Jansen et al. 2020).,|,1.0,0.0
976,PMC7107269,PMC7107269_125,DISCUSSION,"A total of 3 different experimental designs: (1) pre-treatment of cells prior to infection; (2) direct treatment of virus-infected cells; and (3) pre-treatment of virus prior to infection were used to analyze the antiviral activity of HY on CEK cells infection by IBV (De La Torre et al., 2011; Yin et al., 2011).",Our results showed that direct treatment of HY on virus-infected cells was the best among 3 different experimental designs (Figure 2).,"In the direct treatment of HY on virus-infected cells, it may be due to the effect of HY on infected cells, effectively inhibited the activity of viral transcriptase, and effectively reduced the replication of IBV in CEK cells.",0.0,0.0
977,PMC7814312,PMC7814312_17,INTRODUCTION,|,Severe acute respiratory syndrome coronavirus disease 2019 (COVID-19) was declared as a pandemic on 11th March 2020 by the World Health Organization and has had a profound effect on trauma and orthopaedic services in the National Health Service (NHS).,"Public Health England reported the burden of coronavirus in England as 157074 Lab- confirmed cases with 37266 confirmed deaths as of June 15, 2020[1].",1.0,0.0
978,PMC7319573,PMC7319573_63,Scalable and elastic computing ::: IMPLEMENTATION,|,"In order to perform reproducible and portable analysis of sequencing data, we implement NanoSPC using Nextflow pipeline manager (31) that enables parallel processing of multiple datasets (Figure 1).","Moreover, all the software dependencies of the pipeline are packed within Docker images that can be executed on a wide variety of computing infrastructures.",0.0,0.0
979,PMC4271558,PMC4271558_5,EDITORIAL,"The situation today finds well-intentioned and well-informed scientists on both sides of a controversy that echoes the DNA recombination debates of the 1970s, which culminated in the Asilomar conference (3).",The ongoing debate is very important because it has the potential to affect certain aspects of the future direction of microbiological research.,"Consequently, these days of intense debate may one day be seen as an important historical time in the development of the microbiological sciences.",1.0,1.0
980,PMC7908102,PMC7908102_32,2. The Politics of Lockdown and the COVID-19 Infection,"While Southeast Asian countries such as Vietnam, Laos, and Cambodia took serious measures to prevent the SARS-CoV-2 virus from spreading, they have never implemented the extreme quarantines characteristic of China and Italy.","However, these countries have had consistently low incidence and mortality rates during the second wave (Figure 3), which is puzzling and requires further explanation.","Understanding the success of these Southeast Asian countries is important, because the testing and especially production and implementation of effective vaccines against the SARS-CoV-2 virus may take more time than expected, increasing the death toll of COVID-19.",1.0,0.0
981,PMC7874988,PMC7874988_18,Adjustment to the Program Structure in Response to the Pandemic ::: Methods,"To prepare them for clinical interactions, books (memoir, fiction) and academic articles were provided to enhance the learning and expand their knowledge base about specific topics.","After role-playing interactions, interns were expected to write process recordings, considering their thoughts and emotional responses to the session, and/or reflection papers to further develop critical thinking skills.",Reflections and process recordings were reviewed by supervisors who continued to provide feedback and individual supervision and group supervision by phone or videoconference.,0.0,0.0
982,PMC7088772,PMC7088772_4,abstract,"Based on complementary perspectives on health and knowledge, this overview provides an inter- and trans-disciplinary analysis of the role of the framing of « nature » in One Health discourses as a barrier or a facilitator to collaboration, as revealed by the scientific literature.","We find that the lack of reflection by scientists about the framing under which they operate appears as a major factor of misunderstanding between disciplines, and a barrier for inter- and trans-disciplinary solutions to improve management of health risks and benefits.","Hence, to build such solutions, framing will have to be a conscious and repeated step in the process, acknowledging and explaining the diversity of viewpoints and values.",1.0,0.0
983,PMC7580523,PMC7580523_256,A lot of things have changed,A local bank and the local pharmacy during my family's residence have since been bought by regional or national chains.,"Teachers reported smaller classes in school, fewer college-bound graduates, the inability to offer advanced placement courses, and more low-income students getting free school lunches.","Church attendance was down, one parish recently closed and others teetered.",0.0,0.0
984,PMC7942165,PMC7942165_117,CRediT authorship contribution statement,|,"
Henrique Pott-Junior: Conceptualization, Methodology, Data curation, Formal analysis, Writing - original draft, Project administration.",Mônica Maria Bastos Paoliello: Writing - review & editing.,0.0,0.0
985,PMC7484788,PMC7484788_91,Subgroup of patients with severe initial CT involvement ::: Results,We analysed the patients according to their degree of involvement on the chest CT scan performed at the start of each patient's hospitalisation.,We were interested in patients with >50% CT damage according to the recommendations of the European Radiology Society.,"On admission, 11 patients in the TCZ group had >50% involvement compared with seven in the control group (95% CI −0.1 to 0.5) (p=0.23).",0.0,0.0
986,PMC7932824,PMC7932824_124,Discussion,"The size of the sample was small and, larger studies are necessary to validate the findings.","Also, follow-up of patients after discharge could not be done.",|,1.0,0.0
987,PMC7135540,PMC7135540_164,Inflammatory mediators and immunity,|,"The relationship between aging, inflammatory mediators, response to infection, and the progression of chronic inflammatory diseases is important but complicated.","There likely is a final common pathway interaction of these factors that alters the microenvironment of an acute response to infection that, together with accumulation of anergic/nonresponse T and B cells, results in crossing the threshold of host resistance, resulting in the marked increase in common infections, susceptibility to epidemics, and the poor vaccine response in chronically ill, older adults.",1.0,0.0
988,PMC7135540,PMC7135540_27,Components of immune response as it relates to host resistance and aging ::: Overview of immunosenescence,"Hence, both premature apoptosis (failing to sufficiently activate an immune response) or inability of immune cells to undergo apoptosis (populate immune tissues with ineffective cells) can result in impaired host resistance [7].","The interface between innate and acquired immunity, that regulation of turning on or off of an immune response occurs, may be particularly vulnerable to the effects of aging and the interaction of age- or comorbidity-related inflammation.","It seems this critical interface is where the major age-associated impairment in host resistance occurs and results in increased risk for common infections and poor vaccine responses [7], [8], [9], [10], [11], [12].",1.0,1.0
989,PMC6598876,PMC6598876_125,miR-146a. ::: Proviral miRNAs ::: Host miRNAs and DENV,This suggests that the antiviral activity of miR-146a might be correlated with IFN induction.,"Further research showed that TRAF6, an important adaptor in the innate immune signaling pathway, is one of miR-146a targets.",Complementation with TRAF6 reversed the effects of miR-146a on viral replication and IFN-β production.,0.0,0.0
990,PMC7493761,PMC7493761_33,Introduction,|,"
Contributions: All the studies on deep learning-based COVID-19 classification have so far utilized CNNs, which although being powerful image processing techniques, are prone to an important drawback.",They are unable to capture spatial relations between image instances.,1.0,0.0
991,PMC7451213,PMC7451213_93,Impact of lockdown and subsequent wave of COVID-19 in patients with non-communicable diseases ::: Results,|,"In this context, it is necessary to identify high risk cases who are likely to progress to severe COVID-19 and in-hospital death.","A recent study has proposed a risk-based scoring criteria after conducting a binary multivariable regression analysis using 52 variables and found age of patient (<60 year: 0 score, 60–75: 1 score, >75 year: 2 score), presence (1 score) or absence (0 score) of coronary artery disease (CAD), percentage of lymphocytes (<8%: 1 score, > 8%: 0 score), levels of procalcitonin (>0.15 ng/ml: 2 score), and D-dimer (>0.5 mcg/ml: 1 score), can differentiate in identifying high risk (>2 point score) versus low risk (≤2 points score) cases with a reasonable accuracy [59].",0.0,0.0
992,PMC7463754,PMC7463754_114,2.3.3. Using Transition Metal Catalysts ::: 2.3. Oxidative Cross-Coupling Route ::: 2. Synthetic Routes to Phosphoramidates,"The aerobic oxidative coupling of amines and disubstituted H-phosphonates (H-P) (RO)2P(O)H (R = Me, Et, i-Pr; 1 eq.) in the presence of copper catalysts to synthesize P-Ns was reported by Hayes and coworkers (Table 1, route a) [103].","The authors reported that the ligands on the copper catalyst were important in the reaction, but not the initial oxidation state of copper catalyst, and that the primary amines coupled better than the secondary and tertiary amines due to the reduced steric hindrance.","The method was slightly modified for the synthesis of some important phosphoryl amino compounds such as ethyl (diethoxyphosphoryl)glycinate, etc. (",0.0,0.0
993,PMC7787884,PMC7787884_131,Water consumption and origins of supply ::: Results and discussion,There is no argument that water needs in the summer increase while water supplies diminish.,"While percentage of healthcare facilities connected to water networks are almost the same in the years 2012 and 2014, reliance of alternatives sources of freshwater becomes heavier almost in all regions at every level.",|,0.0,0.0
